name,start_lat,start_lon
Colonsay Airstrip,56.0574989319,-6.243060112
Nesscliffe Camp Helipad,52.757778,-2.9275
Aberporth Airport,52.1152992249,-4.5569400787
Cardiff Heliport,51.4674987793,-3.1375000477
Haverfordwest Airport,51.8330993652,-4.9611101151
Cardiff International Airport,51.3967018127,-3.3433299065
Swansea Airport,51.6053009033,-4.0678300858
Pembrey Airport,51.7139015198,-4.3122200966
Williams Ranch Airport,38.1624984741,-108.3399963379
Bristol Airport,51.382702,-2.71909
Heston Aerodrome,51.491815,-0.393909
Liverpool John Lennon Airport,53.3335990906,-2.8497200012
London Luton Airport,51.8746986389,-0.3683330119
Compton Abbas Aerodrome,50.9672012329,-2.1536099911
Maypole Airfield,51.337508,1.155292
Land's End Airport,50.102798,-5.67056
Plymouth City Airport,50.422798,-4.10583
St. Mary's Airport,49.9132995605,-6.2916698456
RNAS Lee-On-Solent,50.814201355,-1.20333004
Bellmore Farms Airport,40.7041015625,-104.797996521
Yeovil/Westland Aerodrome,50.9399986267,-2.6586101055
Bournemouth Airport,50.7799987793,-1.8424999714
Southampton Airport,50.9502983093,-1.3567999601
Bembridge Airport,50.6781005859,-1.1094399691
Penzance Heliport,50.128101,-5.51845
Lasham Airport,51.1871986389,-1.0334999561
Isle of Wight / Sandown Airport,50.653099,-1.18221998
Thruxton Aerodrome,51.2106018066,-1.6000000238
Popham Airport,51.193901062,-1.2347199917
Newquay Cornwall Airport,50.4406013489,-4.9954099655
Clifford Field,38.5750007629,-107.9589996338
Chichester/Goodwood Airport,50.8594017029,-0.7591670156
Henstridge Airfield,50.9850006104,-2.3572199345
Tresco Heliport,49.9455986023,-6.331389904
Eaglescott Airfield,50.9286003113,-3.9894399643
Truro Airport,50.2784004211,-5.1422901154
Alderney Airport,49.706104,-2.21472
Guernsey Airport,49.4350013733,-2.6019699574
Jersey Airport,49.207901001,-2.1955099106000002
Shoreham Airport,50.835602,-0.297222
London Biggin Hill Airport,51.3307991028,0.0324999988
Melon Field,38.0153007507,-103.6989974976
Bognor Regis,50.801667,-0.658847
Challock Airfield,51.2083015442,0.8291670084
Goodwood Racecourse Heliport,50.9006004333,-0.7397220135
Lashenden (Headcorn) Airfield,51.156898,0.641667
London Gatwick Airport,51.1481018066,-0.1902779937
Deanland Lewes Airport,50.8788986206,0.156388998
RAF West Malling,51.27,0.4
Redhill Aerodrome,51.2136001587,-0.1386110038
Bodmin Airfield,50.4996986389,-4.6658301353
London City Airport,51.505299,0.055278
Lands End Microwave Heliport,39.0904998779,-108.2210006714
Denham Aerodrome,51.5882987976,-0.5130559802
Farnborough Airport,51.2757987976,-0.7763329744
Panshanger Aerodrome,51.8025016785,-0.1580560058
Chalgrove Airport,51.6761016846,-1.080829978
Blackbushe Airport,51.3238983154,-0.8475000262
London Heathrow Airport,51.4706,-0.461941
White Waltham Airfield,51.5008010864,-0.774443984
Brimpton Airfield,51.383889,-1.169167
Old Sarum Airfield,51.0988998413,-1.7841700316
Ascot Racecourse Heliport,51.426399231,-0.6591669917
Dodsworth Airport,38.551399231,-105.9919967651
London Heliport,51.4697227478,-0.1794440001
Fowlmere Airfield,52.0774993896,0.06166699900000001
Southend Airport,51.5713996887,0.695555985
Lydd Airport,50.9561004639,0.9391670227000001
Farthing Corner/Stoneacre Farm Airport,51.3306007385,0.6011109948000001
Kent International Airport,51.342201,1.34611
Little Gransden Airfield,52.1666984558,-0.1538890004
Lympne Airport,51.08,1.013
Damyns Hall Aerodrome,51.5285987854,0.24555599690000002
Thurrock Airfield,51.537505,0.36763399999999996
Everitt Airport,39.5292015076,-104.6579971313
Hucknall Airfield,53.0144004822,-1.2183300257
Brough Airport,53.7197,-0.566333
Carlisle Airport,54.9375,-2.8091700077
Crosland Moor Airfield,53.621667,-1.8302779999999998
Retford Gamston Airport,53.2806015015,-0.9513890147
Netherthorpe Airfield,53.3168983459,-1.1963900328000001
Bagby Thirsk Prv Airport,54.211101532,-1.2899999618
Blackpool International Airport,53.7717018127,-3.0286099911
Skegness (Ingoldmells) Aerodrome,53.1716,0.3293749988
Humberside Airport,53.5744018555,-0.3508329988
MCHD Heliport,37.3629989624,-108.5749969482
Barrow Walney Island Airport,54.1286111,-3.2675
Leeds Bradford Airport,53.8658981323,-1.6605700254
Warton Airport,53.745098,-2.88306
Leeds Heliport,53.878175,-1.662477
Hawarden Airport,53.1781005859,-2.9777801037
Isle of Man Airport,54.0833015442,-4.6238899231
Newcastle Airport,55.0374984741,-1.6916699409
Full Sutton Airfield,53.980598,-0.864722
Durham Tees Valley Airport,54.5092010498,-1.4294099808
Wickenby Aerodrome,53.3166999817,-0.34972199800000003
Cawleys South Prairie Airport,47.1523017883,-122.09400177
Norden Systems Heliport,41.1128997803,-73.3881988525
East Midlands Airport,52.8311004639,-1.3280600309000001
Beverley/Linley Hill Airport,53.8983001709,-0.3613890111
Llanbedr Airport,52.8116989136,-4.1235799789
RAF Ternhill,52.8712005615,-2.5335600376
RAF Spadeadam,55.0499992371,-2.5499999523
RAF Mona,53.258598,-4.37355
RAF Shawbury,52.7981987,-2.6680400372
Anglesey Airport,53.2481002808,-4.5353398323
RAF Woodvale,53.5816001892,-3.0555200577
RAF West Freugh,54.8511,-4.94778
Yale New Haven Hospital Heliport,41.3037986755,-72.935798645
Kirkwall Airport,58.9578018188,-2.9049999714
Sumburgh Airport,59.8788986206,-1.2955600023
Wick Airport,58.4589004517,-3.0930600166
Aberdeen Dyce Airport,57.2019004822,-2.1977798939
Inverness Airport,57.5424995422,-4.0475001335
Glasgow International Airport,55.8718986511,-4.4330601692
Cumbernauld Airport,55.9747009277,-3.9755599499
Edinburgh Airport,55.9500007629,-3.3724999428
Islay Airport,55.6819000244,-6.2566699982
Fife Airport,56.1833000183,-3.220279932
St Mary's Heliport,41.5517997742,-73.0370025635
Glasgow Prestwick Airport,55.5093994141,-4.5866699219000004
Benbecula Airport,57.481098175,-7.3627800941
Scatsta Airport,60.432800293,-1.296110034
Dundee Airport,56.4524993896,-3.0258300304
Stornoway Airport,58.2155990601,-6.3311100006
Barra Airport,57.0228,-7.44306
Peterhead Heliport,57.5177993774,-1.8613899946
Perth/Scone Airport,56.439201355,-3.3722200394
Tiree Airport,56.4991989136,-6.8691701889
Unst Airport,60.7472000122,-0.8538500071
Canton-Plymouth-Mettetal Airport,42.3482017517,-83.4562988281
Dounreay/Thurso Airport,58.5839,-3.72694
Ballykelly Airport,55.0602989197,-7.0202798843
RAF Kinloss,57.6493988037,-3.5606400967000003
RAF Leuchars,56.3728981018,-2.8684399128
RAF Lossiemouth,57.7052001953,-3.3391699791000002
Shipdham Airfield,52.6293983459,0.9280560017
Castle Mill Airfield,52.1432991028,-0.406111002
Cambridge Airport,52.205002,0.17500000000000002
Great Yarmouth - North Denes Heliport,52.6343994141,1.7227799892
Peterborough Business Airport,52.4681015015,-0.2511110008
Mayfield Airport,40.9925994873,-81.4318008423
Stapleford Aerodrome,51.6525001526,0.15583300590000002
Norwich International Airport,52.6758003235,1.2827800512
Marshland Airfield,52.643611,0.295
Seething Airfield,52.511100769,1.4172199965
RAF Hethel,52.5628013611,1.1733299494
Andrewsfield Airport,51.8950004578,0.4491670132
Beccles Airport,52.4352989197,1.6183300018
Bourn Airport,52.2106018066,-0.0425000004
Crowfield Airfield,52.1711006165,1.111109972
Peterborough/Sibson Airport,52.5558013916,-0.3863889873
Luther Airport,43.0292015076,-75.8454971313
Clacton Airport,51.7849998474,1.1299999952
Earls Colne Airfield,51.9143981934,0.6825000048000001
London Stansted Airport,51.8849983215,0.23499999940000002
Elmsett Airport,52.0772018433,0.9775000215
Duxford Aerodrome,52.090801,0.131944
Old Buckenham Airport,52.497501,1.05194
Newmarket Heath Airfield,52.235147,0.350643
North Weald Airport,51.721698761,0.15416699650000001
Sheffield City Heliport,53.394299,-1.38849
Aylesbury/Thame Airport,51.7757987976,-0.9402779937
Hector Municipal Airport,44.731098175,-94.7146987915
Wycombe Air Park,51.6116981506,-0.8083329797000001
Cranfield Airport,52.0722007751,-0.6166669726
Dunsfold Aerodrome,51.1171989441,-0.5358330011
Exeter International Airport,50.7344017029,-3.4138898849
Fairoaks Airport,51.3480987549,-0.5588889718
Bristol Filton Airport,51.5194015503,-2.5908300877
Old Warden Airfield,52.087883,-0.318727
Leavesden Aerodrome,51.689201355,-0.4205560088
Oxford (Kidlington) Airport,51.8368988037,-1.3200000524
Rochester Airport,51.3518981934,0.5033329725
Mckeown Airport,39.4956016541,-75.7332992554
Perranporth Airfield,50.3316993713,-5.1774997711
Elstree Airfield,51.6557998657,-0.3258329928
Dunkeswell Airport,50.86,-3.2347222
Oaksey Park Airport,51.6321983337,-2.0147199631
RAF Upper Heyford,51.9375,-1.2488900423
RAF Benson,51.6164016724,-1.0958299637
RAF Abingdon,51.6902999878,-1.316669941
Waterbeach Airfield,52.281742,0.184532
RAF Lakenheath,52.4093017578,0.5609999895000001
RAF Mildenhall,52.3619003296,0.4864059985
Dry Swamp Airport,33.3877983093,-80.9111022949
Colerne Airport,51.4390983582,-2.2863900662
RAF Sculthorpe,52.846698761,0.7663890123
RAF Tangmere,50.845833,-0.7063889999999999
RAF Thorney Island,50.816048,-0.9200336
RAF Wattisham,52.1273002625,0.956264019
RAF Wyton,52.3572006226,-0.10783299800000001
RAF Fairford,51.6822013855,-1.7900300026
Fleetlands Heliport,50.8353004456,-1.169170022
RAF Woodbridge,52.0900001526,1.4058300257
RAF Bentwaters,52.1274986267,1.4347200394000001
Terlingua Ranch Airport,29.4501991272,-103.3990020752
Little Rissington Airfield,51.8675,-1.695333
RAF Brize Norton,51.75,-1.58362
RAF Odiham,51.2341003418,-0.9428250194000001
Middle Wallop Airfield,51.1394004822,-1.5686099529000002
Wethersfield Airport,51.971901,0.509444
Andover Airfield,51.2079048157,-1.528236866
DCAE Cosford Air Base,52.639999,-2.30558
RAF Henlow,52.0181999207,-0.3038499951
RAF Halton,51.7906990051,-0.7379720211
RAF Northolt,51.5530014038,-0.41816699500000004
Beer Airport,45.0318984985,-92.6557998657
Palo Duro Airport,35.141998291,-101.8379974365
RAF Alconbury,52.3744010925,-0.2197220027
RAF Manby,53.3611111111,0.0861111111
Binbrook Airfield,53.4467010498,-0.2099999934
RAF Coningsby,53.0929985046,-0.1660140008
RAF Dishforth,54.1371994019,-1.4202500582
Leeming Airport,54.2924,-1.5354
Leeds East Airport,53.834300999999996,-1.1955
RAF Honington,52.3426017761,0.7729390264
RAF Cottesmore,52.735699,-0.6487689999999999
RAF Newton,52.9664001465,-0.9894440174
Elkins Field,34.4578018188,-78.6183013916
RAF Scampton,53.307800293,-0.5508329868
RAF Lindholme Airport,53.5499992371,-0.9670000076
RAF Swinderby,53.1497001648,-0.6822220087
RAF Wittering,52.612598,-0.47645299999999996
RAF Linton-On-Ouse,54.0489006042,-1.2527500391
RAF Leconfield,53.875801,-0.435
RAF Waddington,53.1661987305,-0.5238109827
RAF Syerston,53.0228004456,-0.9111109972
RAF Topcliffe,54.2055015564,-1.3820899725
RAF Coltishall,52.754699707,1.3572200537
Buffalo Airport,35.0649986267,-101.8789978027
RAF Cranwell,53.0303001404,-0.48324200510000004
RAF Barkston Heath,52.9622001648,-0.5616250038
Strubby Glider Field,53.30775,0.16737000000000002
RAF Marham,52.648395,0.550692
North Coates,53.498,0.0625
Mount Pleasant Airport,-51.8227996826,-58.4472007751
[Duplicate] Dornoch Airfield,57.872167,-4.026333
Feshiebridge Airfield,57.1036666667,-3.8916666667
[Duplicate] Glenforsa Airfield,56.517263,-5.913962
Lundy Island Airfield,51.170505,-4.670758
Moores Airport,44.3875999451,-75.0662994385
Tifariti Airstrip,26.15126,-10.564245
Al Mahbes Airstrip,27.409695,-9.073016
Brunssum Joint Force Command Heliport,50.9437,6.0052
Ameland Airport,53.4516983032,5.6772198677
Amsterdam Airport Schiphol,52.3086013794,4.7638897896
Budel Airport,51.2552986145,5.6013898849
Maastricht Aachen Airport,50.9117012024,5.7701401710999995
[Duplicate] KNMI,52.099541,5.176417
Deelen Air Base,52.0606,5.87306
De Peel Air Base,51.5172996521,5.8557200432
Maples Field,35.0652999878,-101.9609985352
Drachten Airport,53.1192016602,6.129720211
Aero Club Salland,52.4683333333,6.3333333333
Eindhoven Airport,51.4500999451,5.3745298386
Eelde Airport,53.1197013855,6.5794401169
Gilze Rijen Air Base,51.567401886,4.9318299294
Amsterdam Heliport,52.4146250808,4.8048019409
Hoogeveen Airport,52.7308006287,6.5161099434
Hilversum Airport,52.1918983459,5.1469402313
Buitengaats / BG-OHVS2,54.03688536,6.04183256
De Kooy Airport,52.9234008789,4.7806200981
Lake Murray State Park Airport,34.0750999451,-97.1066970825
Lelystad Airport,52.4603,5.52722
Leeuwarden Air Base,53.2285995483,5.7605600357
Air Operations Control Station Nieuw Milligen,52.2231727254,5.7678222655999996
Midden-Zeeland Airport,51.5121994019,3.731110096
Vliegveld Numansdorp,51.7530556,4.4552778
Oostwold Airport,53.209758,7.036519
Rotterdam The Hague Airport,51.956902,4.43722
Soesterberg Air Base,52.1273002625,5.2761898041
Seppe Airport,51.5546989441,4.5524997711
Stadskanaal Airport,52.9986000061,7.0227799416
Plateau Sky Ranch Airport,43.2251014709,-74.1148986816
Teuge Airport,52.2447013855,6.04666996
Terlet Glider Field,52.057201,5.92444
Maasvlakte Heliport,51.959400177,4.0900001526
Twente Airport,52.275833,6.889167
Texel Airport,53.1152992249,4.8336100578
Valkenburg Naval Air Base,52.1660995483,4.4179401398
Volkel Air Base,51.657222,5.7077778
Vlieland Heliport,53.2966651917,5.0858330727
Woensdrecht Air Base,51.4491,4.34203
IJmuiden Heliport,52.469799,4.5933
Dolgeville Airport,43.1166992188,-74.7496032715
Abbeyshrule Aerodrome,53.5917015076,-7.6455597878
Ballyboughal Aerodrome,53.5055556,-6.2377778
Brittas Bay Airfield,52.858208,-6.06759
Bantry Aerodrome,51.668598175,-9.48416996
Birr Aerodrome,53.0705986023,-7.8983302116
Belmullet Aerodrome,54.2228012085,-10.0307998657
Connemara Regional Airport,53.2303009033,-9.4677801132
Castlebar Airport,53.8484,-9.28037
Castlebridge Airport,52.333332,-6.466667
Cork Airport,51.8413009644,-8.491109848
Airpark East Airport,32.813999176,-96.3522033691
Clonbullogue Aerodrome,53.2496566772,-7.1227455139
Galway Airport,53.300201416,-8.9415903091
Coonagh Aerodrome,52.6665000916,-8.6818304062
Castleforbes Airport,53.778301,-7.83528
Donegal Airport,55.0442008972,-8.3409996033
Dublin Airport,53.4212989807,-6.270070076
Erinagh Airport,52.8125,-8.2822217941
Finner Camp Heliport,54.49273,-8.24091
Gormanston Aerodrome,53.6347999573,-6.2277002335
Gowran Grange Aerodrome,53.1786003113,-6.6352801323
Post Oak Ranch Airport,28.8558006287,-82.5525970459
Navan Airfield,53.695489,-6.654094
Hacketstown Aerodrome,52.8549995422,-6.5472202301
Midland Heliport,52.8922233582,-7.2627778053
Inishmore Aerodrome,53.1067008972,-9.6536102295
Inisheer Aerodrome,53.0647010803,-9.5108995438
Kildare Aerodrome,53.0635986328,-6.8552799225
Killenaule Airport,52.6329994202,-7.632999897
Kilkenny Airport,52.6507987976,-7.2961101532
Ireland West Knock Airport,53.9103012085,-8.8184900284
Kerry Airport,52.1809005737,-9.5237798691
Fowler Field,48.7458000183,-119.3190002441
Pine Island Airport,26.6562004089,-82.1212005615
Letterkenny Airport,54.9513015747,-7.6728301048
Casement Air Base,53.301700592,-6.4513301849
Moneygall Aerodrome,52.849998,-7.983
Athboy Airport,53.6377792358,-6.8786110878
Inishmaan Aerodrome,53.0929985046,-9.5680599213
Mountshannon Seaplane Base,52.9305,-8.4245
Moyne Aerodrome,52.7030982971,-7.7052798271
Newcastle Aerodrome,53.0710983276,-6.0452799797
Shannon Airport,52.7019996643,-8.9248199463
Powerscourt Airfield,53.178301,-6.196495
Palmetto General Hospital Heliport,25.8865940245,-80.3266031295
Rathcoole Aerodrome,52.1055984497,-8.9833297729
Sligo Airport,54.2802009583,-8.5992097855
Spanish Point Airport,52.845839,-9.414876
Trim Aerodrome,53.5746994019,-6.7386097908
Trevet Airfield,53.543611,-6.531944
Waterford Airport,52.1871986389,-7.0869598389
Weston Airport,53.3521995544,-6.4861102104
Ejin Banner-Taolai Airport,42.0155,101.0005
Enejit Airport,6.0404,171.9846
Aarhus Seaplne Terminal,56.151717,10.248428
Villa Char Mar Airport,27.785,-81.6511111
Ærø Airport,54.8527984619,10.4563999176
Aarhus Airport,56.2999992371,10.6190004349
Allerød Airport,55.870300293,12.3155002594
South (Syd) Arne Helideck,56.080280304,4.2303891182
Anholt Airport,56.6988983154,11.5558996201
Avnø Air Base,55.083,11.783
Svæveflyvecenter Arnborg,56.011944,9.0125
Billund Airport,55.7402992249,9.1517801285
Cecilie Helideck,56.4021148682,4.7596111298
Copenhagen Kastrup Airport,55.6179008484,12.6560001373
Lawrence Airport,30.7154998779,-85.0243988037
Christianshede,56.105,9.393056
Dan B Helideck,55.469039917,5.1330561638
Dan E Helideck,55.4806404114,5.1161670685
Dan F Helideck,55.478099823,5.1055278778
Esbjerg Airport,55.525902,8.5534
Endelave Flyveplads,55.7565,10.2485
Frooba Heliport,61.5437011719,-6.7744197845
Freerslev,55.898611,12.245
Vøjstrup Glider Field,55.2477778,10.2041667
Fur Airport,56.8244018555,8.9861097336
Bass Limited Airport,30.6194000244,-83.3040008545
Gorm C Helideck,55.5798492432,4.7588891983
Grønholt Hillerød Airport,55.9413986206,12.3822002411
Gørløse Glider Field,55.8855556,12.2280556
Gørlev Flyveplads,55.5527778,11.1952778
Grenaa Airport,56.4425010681,10.9306001663
Halfdan A Helideck,55.5308570862,5.0041670799
Halfdan B Helideck,55.5386123657,5.0333328247
Harald Helideck,56.3441200256,4.2719168663
Annisse flyveplads,55.9847222,12.2144444
Herning Airport,56.1847000122,9.0444498062
Jfk Medical Center Heliport,26.5997009277,-80.0911026001
Holbaek (Ny Hagested) Airport,55.73279953,11.6028003693
Holsted Helipad,55.4966667,8.9108333
Hammer Glider Field,55.908195,9.446358
Horns Rev B Helideck,55.6001663208,7.6238059998
Lindtorp Airport,56.3967018127,8.4419403076
Horns Rev A Helideck,55.5089492798,7.8749170303
Hadsund Airport,56.7559242249,10.2288293839
Haderslev Airport,55.3022003174,9.5225000381
Karup Airport,56.2975006104,9.1246299744
Kalundborg Airport,55.7002983093,11.25
Corkscrew Trace Airpark,26.445400238,-81.6072998047
Korsør Airport,55.3368988037,11.2417001724
Kongsted Svæveflyveplads Glider,55.2522222,12.0627778
Klaksvik Heliport,62.2178497314,-6.5764546394
Læsø Airport,57.2771987915,11.0001001358
Lemvig Airport,56.5029983521,8.3113298416
Lolland Falster Maribo Airport,54.699299,11.4401
Kostervig Mon Airport,54.9646987915,12.1943998337
Mykines Heliport,62.1021003723,-7.6459197998
Nini Helideck,56.6408042908,5.3211112022
"Morsø Airport, Tødsø",56.8244018555,8.7866697311
Miami Herald Heliport,25.7882003784,-80.1853027344
Nakskov Airfield,54.8172,11.1308
Odense Airport,55.4766998291,10.3309001923
Kruså-Padborg Airport,54.870300293,9.279009819
Rarup Airport,55.7785987854,9.9388904572
Randers Airport,56.5065994263,10.0363998413
Rolf Helideck,55.6061553955,4.4913330078
Copenhagen Roskilde Airport,55.5856018066,12.1314001083
Bornholm Airport,55.0633010864,14.7595996857
Ro Airport,55.2103004456,14.8786001205
Ringsted Airport,55.4258003235,11.8066997528
Paines Prairie Heliport,29.5461006165,-82.2873001099
Sæby (Ottestrup) Airport,57.346698761,10.406999588
Sønderborg Airport,54.9644012451,9.7917299271
Skjold Helideck,55.5315933228,4.9066672325
Spjald Airport,56.1026992798,8.5142297745
Schelenburg God Heliport,55.5438889,10.6358333
Siri Helideck,56.4827156067,4.911110878
Slaglille Svæveflyvecenter,55.452222,11.644722
Sindal Airport,57.5035018921,10.2293996811
Svínoy Heliport,62.2766990662,-6.3414998055
Skrydstrup Air Base,55.221048,9.26702
Pga National Heliport,26.8327999115,-80.1434020996
Stóra Dímun Heliport,61.6852989197,-6.7585000992
Samsø Airport,55.8894996643,10.613699913
Sydfyn (Tasinge) Airport,55.016602,10.5633
Skive Airport,56.550201416,9.1729803085
Skúvoy Heliport,61.7695999146,-6.8034100533
Tórshavn/Bodanes Heliport,62.0217018127,-6.757420063
Tønder Airport,54.9296989441,8.8405704498
Tyra E Helideck,55.7215232849,4.8020558357
Thisted Airport,57.0688018799,8.7052202225
Tyra W Helideck,55.7165298462,4.7503061295
Seidel Ranch Airport,30.1476993561,-97.6628036499
Memorial Hospital-Flagler Helistop,29.4685993195,-81.2530975342
Vandel Air Base,55.701,9.21358
Viborg Airport,56.4099998474,9.4090995789
Kolding Vamdrup Airfield,55.436298,9.33092
Vagar Airport,62.0635986328,-7.2772197723
Vesthimmerlands Flyveplads,56.846901,9.45861
Stauning Airport,55.9901008606,8.3539104462
Vaerlose Air Base,55.7695007324,12.3239002228
[Duplicate] Vejro,55.025833,11.348611
Aalborg Airport,57.0927589138,9.8492431641
Vejrø,55.035,11.375
Garner Landing Seaplane Base,28.1035995483,-81.8059005737
Luxembourg-Findel International Airport,49.6233333,6.2044444
Noertrange Airport,49.981098175,5.9177799225
Useldange Glider,49.7686004639,5.9655599594
Æra Airfield,61.257401,11.6689
"Ål Heliport, Medical Center",60.629958,8.567017
Ålesund Airport,62.5625,6.119699955
Andøya Airport,69.2925033569,16.1441993713
"Arendal Heliport, Hospital",58.467493,8.754001
Ny-Ålesund Airport (Hamnerabben),78.9274978638,11.8743
Alta Airport,69.9760971069,23.3717002869
America's Chopper Pilots Heliport,28.3117008209,-81.4651031494
"Ålesund Heliport, Hospital",62.462942,6.312435
"Barentsburg Heliport, Heerodden",78.101318,14.195676
Balder A Platform,59.1906013489,2.3580598831
Grønneviksøren (Haukeland Sykehus) Heliport,60.37988,5.346029
Bjørnøya Heliport,74.5038889,19.0
Førde Airport,61.3911018372,5.756939888
Bømoen Airport,60.6389007568,6.5015001297
Brønnøysund Airport,65.4610977173,12.217499733
Bodø Airport,67.269203186,14.3653001785
Bergen Airport Flesland,60.29339981,5.218140125
Lake City Medical Center Heliport,30.1858005524,-82.6882019043
Båtsfjord Airport,70.6005020142,29.691400528
Berlevåg Airport,70.8713989258,29.0342006683
Kristiansand Airport,58.204201,8.08537
"Dombås Heliport, Brunshaugen",62.068943,9.121084
"Drammen Heliport, Hospital",59.747818,10.197439
Geilo Airport Dagali,60.417301178,8.5183496475
Dokka Thomlevold Airfield,60.833302,9.91667
Draupner Platform,58.1880989075,2.4711101055
Bardufoss Airport,69.0558013916,18.5403995514
Eggemoen Airport,60.217300415,10.3239002228
Z Ranch Airport,30.0344009399,-82.7820968628
"Elverum Heliport, Innlandet Hospital",60.876961,11.569628
Engeløy Airport,67.967222,14.9925
"Harstad/Narvik Airport, Evenes",68.4913024902,16.6781005859
Flatval Airport,63.7005996704,8.7605695724
"Oslo, Fornebu Airport",59.8958015442,10.6171998978
Leirin Airport,61.0155982971,9.2880601883
"Fedje Heliport, Høgden",60.765738,4.733014
Florø Airport,61.5835990906,5.024720192
Frigg QP Platform,59.8782997131,2.0650000572
Fyresdal Airfield,59.2000007629,8.0866699219
NBC 6 (WTVJ) Heliport,25.9864006042,-80.3538970947
Gullknapp Flpl Airport,58.516701,8.7
Oslo Gardermoen Airport,60.193901062,11.100399971
Folldal Grimsmoe Airport,62.1175003052,10.1107997894
Snåsa Airfield Grønøra,64.1835861,12.17147827
Stafsberg Airport,60.8180999756,11.0679998398
Haugesund Airport,59.3452987671,5.2083601952
Hammerfest Airport,70.6797027588,23.6686000824
Hasvik Airport,70.4867019653,22.1396999359
Elverum Starmoen Airport,60.880001,11.6731
Hopen Heliport,76.508067,25.014337
West Bay Creek Seaplane Base,30.3020992279,-85.864402771
Hokksund Airfield,59.7668991089,9.9113903046
Hattfjelldal Airport,65.5947036743,13.9891996384
Valan Airport,71.0096969604,25.9836006165
"Haugesund Heliport, Haugesund Hospital",59.408763,5.279548
Jan Mayensfield,70.9611111111,-8.5758333333
Jarlsberg Airfield,59.2999992371,10.3667001724
Kautokeino Air Base,69.0402984619,23.0340003967
Kristiansund Airport (Kvernberget),63.1118011475,7.8245201111
Kjeller Airport,59.9692993164,11.0361003876
Gol Airport,60.791066,9.048672
Sheriff's North Multi District Office Heliport,29.2738990784,-82.1502990723
Kirkenes Airport (Høybuktmoen),69.7257995605,29.8913002014
Ula Platform,59.1108016968,2.8458299637
"Lillehammer Heliport, Innlandet Hospital",61.11325,10.472165
Lista Airport,58.0994987488,6.6260499954
Leknes Airport,68.1524963379,13.6093997955
Lunde Nome Airfield,59.2980995178,9.1327295303
"Lørenskog Heliport, Ahus",59.932138,10.986877
Mehamn Airport,71.0297012329,27.8267002106
Molde Airport,62.7447013855,7.2624998093
Mosjøen Airport (Kjærstad),65.783996582,13.2149000168
Barton Regional Medical Center Heliport,27.918947,-81.844848
Banak Airport,70.0688018799,24.9734992981
"Namsos Heliport, Hospital",64.469981,11.504007
Narvik Framnes Airport,68.4368972778,17.3866996765
Namsos Høknesøra Airport,64.4721984863,11.5785999298
Notodden Airport,59.565701,9.21222
Oseberg A Platform,60.4914016724,2.8255600929
Oseberg C Platform,60.60779953,2.7744400501
Ørland Airport,63.6988983154,9.6040000916
Fagerhaug Airport,62.6498985291,9.846739769
"Ørsta-Volda Airport, Hovden",62.1800003052,6.0741000175
Cape Canaveral Hospital Heliport,28.3610992432,-80.6222000122
Pyramiden Heliport,78.652322,16.337208
Troll A Platform,60.6450004578,3.7247200012
Troll B Platform,60.7738990784,3.5013899803
Troll C Platform,60.885799408,3.6097199917
Brage A Platform,60.5419006348,3.0458300114
Oseberg South Platform,60.3897018433,2.7955598831
Oseberg East Platform,60.7000007629,2.9336099625000003
Huldra Platform,60.8553009033,2.648610115
"Mo i Rana Airport, Røssvoll",66.363899231,14.3014001846
Rognan Airport,67.0982971191,15.4111003876
Trapper T Heliport,61.556055,-149.284527
Hendry County Fire-Ems Heliport,26.7464008331,-81.4285964966
"Oslo Heliport, Rikshospitalet",59.948467,10.716144
Ringebu Airfield Frya,61.545440673,10.061588287
Rakkestad Astorp Airport,59.397499,11.3469
"Rørvik Airport, Ryum",64.8383026123,11.1461000442
Røros Airport,62.5783996582,11.342300415
Røst Airport,67.5278015137,12.1033000946
"Trondheim Heliport, Rosten",63.368133,10.374015
Reinsvoll Airfield,60.672199,10.5675
"Hønefoss Heliport, Ringerike Hospital",60.149111,10.255219
Moss-Rygge Airport,59.378817,10.785439
Michael Airfield,43.1817016602,-76.1277999878
Svea Airport,77.8969444,16.725
"Svalbard Airport, Longyear",78.2461013794,15.4656000137
Sandane Airport (Anda),61.8300018311,6.1058301926
Sogndal Airport,61.156101,7.13778
Svolvær Helle Airport,68.2433013916,14.6691999435
Ski Airfield,59.7063903809,10.8819446564
Stokmarknes Skagen Airport,68.5788269043,15.033416748
Sleipner A Platform,58.3666992188,1.9069399834
Skien Airport,59.1850013733,9.5669403076
Stord Airport,59.7919006348,5.3408498764
Eddie Dew Memorial Airpark,40.4758987427,-80.6280975342
Sørkjosen Airport,69.7867965698,20.959400177
"Vardø Airport, Svartnes",70.3554000854,31.0449008942
Sandnessjøen Airport (Stokka),65.9568023682,12.4688997269
Vinnu Airport,62.6582984924,8.6649999619
"Stavanger Heliport, University Hospital",58.9521,5.730924
Tromsø Airport,69.6832962036,18.9188995361
"Sandefjord Airport, Torp",59.1866989136,10.258600235
St Olav's Hospital Helipad,63.419894,10.385954
Trysil Sæteråsen Airport,61.2292785645,12.2664070129
Tynset Airport,62.2569007874,10.6694002151
Eagle Neck Airport,31.6394004822,-81.3290023804
"Oslo Heliport, Ullevaal",59.936215,10.736541
Os Vaksinen Ulven Airport,60.1922,5.4225
