start_name,start_loc_lat,start_loc_lon,end_name,end_loc_lat,end_loc_lon
Mc Neil Airport,-80.648399353,33.5570983887,St. Mathews Airport,-80.688611,33.689167
Thornton Airport,-89.204498291,35.6853981018,Haywood County Ems Heliport,-89.2375030518,35.6027984619
Greater Morris County Airport,-94.6987991333,33.1268005371,David Granberry Memorial Hospital Heliport,-94.6812973022,33.1982002258
Harrison Piloncillo Ranch Airport,-99.5991973877,28.2544002533,Briggs Ranch Airport,-99.5670013428,28.3003005981
3-I Rocker Ranch Airport,-109.34400177,40.415599823,Sundog Airport,-109.4010009766,40.3506011963
Sheridan Memorial Hospital Heliport,-106.975278,44.807778,Symons Airport,-106.8229980469,44.840801239
Flf Gliderport,-97.9458999634,30.856300354,Flying 'K' Airport,-97.950302124,30.8379993439
Carol'S Heliport,-149.2795,61.607411,Finger Lake Seaplane Base,-149.2779998779,61.6064987183
Robertson Farm Airport,-84.0744018555,36.0010986328,Powell STOLport,-84.0044021606,36.0444984436
Aniak Airport,-159.5429992676,61.5816001892,Chuathbaluk Airport,-159.216003,61.579102
Pilot Point Airport,-157.572006226,57.5803985596,Ugashik Bay Airport,-157.740005493,57.4253997803
Mcdowell Hospital Heliport,-82.0242004395,35.6657981873,Shiflet Field,-82.009803772,35.7206993103
Big Salmon Heliport,-136.013611,59.403055,Airkat Airpark,-136.019443,59.403055
Eva Creek Airport,-148.8630065918,64.0419998169,Totatlanika River Airport,-148.5220031738,64.0257034302
Devils Mountain Lodge Airport,-142.994995117,62.4017982483,Sports Mans Paradise Airport,-143.2350006104,62.5121002197
Gooding Lake Seaplane Base,-149.2389984131,61.6277008057,Stormy Hill Seaplane Base,-149.2319946289,61.6309013367
Russian Mission Airport,-161.319458008,61.7788848877,Kako Airport,-161.4380035,61.89889908
Offshore Systems-Kenai Heliport,-151.3079986572,60.7397003174,McGahan Industrial Airpark,-151.302001953,60.7252998352
Delta Daves Airport,-145.804494,64.132858,Arctic Angel Airport,-145.8300018311,64.1373977661
Pacer Place Heliport,-149.795918,61.129694,Sky Harbor Airport,-149.8190002441,61.1165008545
Beaver Lake Seaplane Base,-149.8309936523,61.582901001,Cubdivision Airport,-149.8170013428,61.5898017883
Liberty Park Heliport,-86.702003479,33.4786987305,Lakeside Heliport,-86.6774978638,33.5121002197
Trinity Medical Center Heliport,-86.7161,33.432839,Brookwood Fed Helipad Heliport,-86.669444,33.420277
Dch Regional Medical Center Heliport,-87.5263977051,33.2061004639,Bryant Culberson Heliport,-87.5278015137,33.2060012817
Centre Municipal Airport,-85.6351013184,34.1599006653,Weiss Dam Heliport,-85.795408,34.132261
Golden Pond Airport,-86.120696,33.862597,Northeast Alabama Regional Airport,-86.088996,33.972599
Bryan W. Whitfield Memorial Hospital Heliport,-87.8363,32.5057,Demopolis Municipal Airport,-87.9541015625,32.4637985229
Ban Farm Airport,-87.4708023071,30.4265995026,Shields Airport,-87.4638977051,30.4419002533
Sharpe Field,-85.7755966187,32.4919013977,Moton Field Municipal Airport,-85.6800003052,32.4604988098
Marion County Rankin Fite Airport,-87.99819946,34.11759949,North Mississippi Medical Center-Hamilton Heliport,-87.9908334,34.127194
Lakeside Heliport,-86.6774978638,33.5121002197,St Vincents East Heliport,-86.667808,33.596972
Johnson Field,-91.1890029907,35.2644996643,Robertson Airport,-91.2064971924,35.188999176
Bredlow Farm Airport,-92.0914001465,34.5531005859,Moore Farm Airport,-92.0501022339,34.5500984192
Boston Scientific Marlboro Heliport,-71.5089035034,42.3616981506,Marlboro Airport,-71.5090026855,42.3432006836
Rankl Field,-72.4328994751,41.6001014709,Salmon River Airfield,-72.4422988892,41.5895004272
Ketchikan /Temsco H/ Heliport,-131.7350006104,55.3829994202,Peninsula Point Pullout Seaplane Base,-131.7380065918,55.3847007751
Tehachapi Municipal Airport,-118.4390029907,35.1349983215,Mountain Valley Airport,-118.422996521,35.1011009216
O'Connell Brothers Airport,-115.5419998169,32.9625015259,Brawley Municipal Airport,-115.5169983,32.99290085
L A County Sheriff's Department Heliport,-117.93699646,34.0041999817,Recreation and Conference Center Heliport,-117.9280014038,34.0196990967
Morongo Basin CHP Heliport,-116.273929,34.134168,Roy Williams Airport,-116.2519989014,34.1542015076
Circle L Ranch Airport,-118.0839996338,37.7165985107,Alaki Hot Springs,-118.073333333,37.675
Peg Field,-119.4049987793,36.7090988159,Harris River Ranch Airport,-119.4359970093,36.76720047
Huntington Beach Service Center Heliport,-118.0,33.745300293,Boeing Huntington Beach Heliport,-118.033996582,33.7472000122
Sce Energy Control Center Heliport,-118.1449966431,34.0839004517,Santa Fe International Corp Heliport,-118.1490020752,34.0807991028
Emanuel Medical Center Heliport,-120.839244,37.51259,Turlock Airpark,-120.84400177,37.4707984924
Chowchilla Airport,-120.2470016479,37.1124000549,Johnson Ranch Airport,-120.276001,37.191101
Hazel Hawkins Memorial Hospital Heliport,-121.386479,36.834811,Hollister Municipal Airport,-121.410003662,36.8932991028
Bates Field,-120.5690002441,41.4178009033,Wesinger Ranch Airport,-120.584,41.447102
Kidwell Airport,-114.8830032349,35.3055000305,Searchlight Airport,-114.908996582,35.4444007874
Hanford Municipal Airport,-119.6279984,36.31669998,Kings County Houston Ave. Heliport,-119.594861,36.299861
Arnold Ranch Airport,-119.7860031128,36.9143981934,Children's Hospital Central California Heliport,-119.801557,36.88325
Double Tree Farm Airport,-121.3590011597,39.2999000549,Old Aerodrome,-121.3590011597,39.3249015808
Franklin Field,-121.4300003052,38.304901123,Flying B Ranch Airport,-121.43699646,38.3413009644
Christensen Ranch Airport,-121.3369979858,36.8716011047,Hazel Hawkins Memorial Hospital Heliport,-121.386479,36.834811
Vtol Heliport,-104.9940032959,39.7428016663,Police Headquarters Heliport,-104.9919967651,39.7374992371
Manor House Heliport,-105.1689987183,39.5868988037,Deer Creek Building Heliport,-105.1620025635,39.556098938
Young's Strip,-104.4160003662,39.6911010742,Van Slyke Field,-104.4759979,39.69609833
Hendricks Field At West Creek Ranch Airport,-108.93699646,38.7055015564,Hubbard Airport,-108.9840011597,38.6833000183
Tall Timber Airport,-105.2679977417,39.643901825,Indian Hills/Fire Department Heliport,-105.266998291,39.6366996765
Cheyenne Wells Municipal Airport,-102.3059997559,38.8166999817,Scherler Private Airstrip,-102.43699646,38.5766983032
Easton/Valley View Airport,-104.60900116,40.3305015564,Beaugh Airport,-104.5729980469,40.3405990601
Aero Bear Field,-104.3290023804,39.198299408,Herrick Airport,-104.34315,39.2793
Lands End Microwave Heliport,-108.2210006714,39.0904998779,Phylcon Ranch Airport,-108.141998291,39.1291007996
Wales Air Field,-97.3709030151,31.5944004059,Valley Mills Municipal Airport,-97.4294967651,31.6210002899
Alpine Range Airport,-97.2419967651,32.6076011658,Tcjc-South Campus Heliport,-97.2863998413,32.6637001038
Pbso-West County Jail Heliport,-80.6643981934,26.7243995667,Belle Glade State Municipal Airport,-80.6623001099,26.7008991241
Kendall District Station Heliport,-80.381401062,25.6956996918,Baptist Hospital Heliport,-80.3330993652,25.6669998169
Bent Willies Airport,-81.432028,27.939611,Sage Seadrome Seaplane Base,-81.4033966064,27.9456005096
Zephyrhills Municipal Airport,-82.1558990479,28.2282009125,Florida Hospital Zephyrhills Heliport,-82.185645,28.262183
Wings-N-Wheels Airport,-82.1498031616,29.3614006042,Thompson's Goinbroke Aero Ranch Airport,-82.1428985596,29.3866004944
The Trails Airport,-83.1886978149,30.1091003418,Fort Atkinson Plantation Airpark,-83.309044,30.196225
Buckner Airport,-82.9275970459,30.0988006592,Little River Airport,-82.908996582,30.1149997711
Suwannee Farms Airport,-83.0546035767,30.0904998779,Suwannee Belle Airport,-83.0854034424,30.0923995972
Peavy Farms Airport,-84.414100647,30.6704998016,Rutten Dusting Strip,-84.369102478,30.6793994904
Bayflite One Heliport,-82.6205978394,28.1938991547,Pasco County Mosquito Heliport,-82.6216964722,28.1924991608
South Lakeland Airport,-82.0439987183,27.9333992004,Lakeland Linder Regional Airport,-82.0186004639,27.988899231
Lost Horn Ranch Airport,-81.0814971924,25.9680995941,Romor Ranch Airport,-81.0567016602,25.9808998108
Jefferson Landings Airport,-83.707901001,30.5846004486,Finlayson Farm Airport,-83.6523971558,30.6166000366
Suwannee County Airport,-83.0246963501,30.3001003265,Suwannee Hospital Emergency Heliport,-83.0039978027,30.2912998199
Buffalo Niagara International Airport,-78.73220062,42.94049835,Buffalo Airfield,-78.7165985107,42.8619995117
Culmerville Airport,-79.8455963135,40.6626014709,Rock Airport,-79.82060242,40.60419846
Merkle Airport,-78.5997009277,43.0666999817,Akron Airport,-78.4824981689,43.0210990906
Ridgeview Farm Airport,-84.3582992554,33.0834999084,Brown Field,-84.3423995972,33.0570983887
Dawson Municipal Airport,-84.4192962646,31.7432994843,Young Airport,-84.4815979004,31.8395996094
Americus / Phoebe Sumter Heliport,-84.254999,32.0675,Lowell Field,-84.2901992798,32.0582008362
Deerfield Landing Airport,-83.317199707,33.2181015015,Baldwin County Airport,-83.24069977,33.15420151
Fitzgerald Municipal Airport,-83.2705001831,31.6837005615,Elite Helicopters Heliport,-83.1325,31.518333
The Farm Airport,-82.7711029053,32.6744003296,Chinaberry Ranch Airport,-82.8989028931,32.6935997009
Windy Hill Airport,-83.8054962158,33.5467987061,Neely Farms Airport,-83.791944,33.531389
Fulton County Airport Brown Field,-84.5214004517,33.7790985107,Legacy Medical Center Heliport,-84.511389,33.740278
Rockdale Hospital Heliport,-84.0026016235,33.6805000305,National Ems Headquarters Heliport,-84.0214004517,33.6497001648
Renshaw Airport,-87.1900024414,37.8925018311,Brauns Airport,-87.1828,37.91
Ward Airport,-85.9408035278,40.1666984558,Irion Airport,-85.886100769,40.1283988953
Fletcher Airport,-80.1539001465,41.4435997009,Dekalb Memorial Hospital Heliport,-80.0342025757,41.3699989319
Brush Creek Airport,-85.515296936,39.04529953,Francis Airport,-85.3711013794,39.086101532
Mc Cartney Airport,-89.3292999268,42.413898468,Durand Ambulance Service Heliport,-89.3285980225,42.4305992126
Brown Heliport,-88.9511032104,40.3111000061,Johnston Airport,-88.9553985596,40.3344993591
Home Free Airport,-89.0217971802,41.8033981323,Durin RLA Airport,-89.030097,41.785829
City of Geneseo Heliport,-90.1577987671,41.4775009155,Black Airport,-90.1820983887,41.5097999573
Indy South Greenwood Airport,-86.087898,39.628399,Franciscan Health Indianapolis Heliport,-86.080041,39.647393
Scottsburg Airport,-85.7901992798,38.6572990417,Harrod/Rose Airport,-85.7602005005,38.7181015015
Snider Field,-87.5959014893,38.5,Eickholtz Airport,-87.6549987793,38.460899353
Smith Field,-85.15280151,41.14339828,Dupont Hospital Heliport,-85.1078033447,41.1744003296
Strip Airport,-87.3936004639,39.8400001526,Garrard Airport,-87.3394012451,39.840801239
Donica Field,-86.3054962158,39.4067001343,Zupancic Field,-86.3069000244,39.3546981812
Danville Correctional Center Heliport,-87.5361022949,40.1316986084,Welch Heliport,-87.5744018555,40.0997009277
Winchester Airport,-91.3584976196,40.5820007324,Fort Madison Municipal Airport,-91.3267974854,40.6593017578
Gibson Community Hospital Heliport,-88.369475,40.479655,Schertz Field,-88.2676010132,40.4822006226
Mulderink Heliport,-87.589798,41.4786,St James Hospital and Health Centers Heliport,-87.6444015503,41.5078010559
Bally's Strip,-89.4418029785,41.8666992188,Dixon Municipal Charles R. Walgreen Field,-89.44619751,41.83369827
Evanston Hospital-Golf Course Site Heliport,-87.6845016479,42.0648002625,Evanston Water Plant Heliport,-87.6740036011,42.0616989136
Schertz Field,-88.2676010132,40.4822006226,Gibson Community Hospital Heliport,-88.369475,40.479655
Rayl Heliport,-96.55670166,38.45000076,Roberts Memorial Airport,-96.3719024658,38.4230995178
Dodge City Regional Airport,-99.9655990601,37.7634010315,Jetmore Municipal Airport,-99.8943023682,37.984500885
Fitzgibbon Hospital Heliport,-93.1891021729,39.1124992371,Marshall Memorial Municipal Airport,-93.2029037476,39.0957984924
Captain Jack Thomas El Dorado Airport,-96.8175964355,37.7741012573,Patty Field,-96.7990036011,37.8003997803
Coffeyville Municipal Airport,-95.5718994141,37.09400177,Coffeyville Regional Medical Center Heliport,-95.6390991211,37.0416984558
Amar Farms Airport,-95.0329971313,38.6852989197,Hartland Airport,-95.0922222,38.6594444
Overland Park Regional Medical Center Heliport,-94.725906,38.936905,Shawnee Mission Medical Center Heliport,-94.6911010742,38.9958000183
Riverside Hospital Airlift Heliport,-97.3724975586,37.6958007812,Kake Helistop,-97.3883972168,37.7103004456
Mankato Airport,-98.2211990356,39.8027992249,Rose Port Inc Airport,-98.359802,39.636395
Graham Farms Airport,-95.4400024414,38.2999992371,Miller Airport,-95.4432983398,38.2778015137
Salina Municipal Airport,-97.6521987915,38.7910003662,Dmh Airport,-97.6183013916,38.7907981873
Brown County Airport,-83.8826980591,38.8819007874,Clay City Vol. Fire Department Heliport,-83.917416,38.853083
Circle G Airport,-91.7550964355,32.0112991333,Turkey Creek Lake Airport,-91.7593002319,31.9067993164
Berryhill Farms Airport,-91.3483963,32.0685005188,Norris Airstrip,-91.4112014771,32.1403999329
Shell Morgan City Heliport,-91.1826019287,29.6854991913,Texaco Heliport,-91.1717987061,29.6868991852
Alexandria International Airport,-92.5497970581,31.3274002075,Chandler Airport,-92.611504,31.306801
St Charles Airport,-90.2861022949,29.9519004822,Myu Heliport,-90.3539962769,29.929599762
Le Blanc Field,-90.4192962646,30.6819000244,Sycamore Airport,-90.3579025269,30.7185001373
Seigfried Halfpap Airport,-91.3207015991,39.8861999512,Krutmeier Airport,-91.2210006714,39.8199996948
Bussart Airport,-87.8486022949,39.5792007446,John R Reed Airport,-88.032303,39.549196
Smith Restricted Landing Area,-89.9912033081,39.7895011902,Brandt Heliport,-89.9245986938,39.8773002625
Decatur Airport,-88.8656997681,39.8345985413,Refreshment Services Inc Heliport,-88.8852996826,39.8666992188
Rural King Supply Heliport,-88.4122009277,39.4928016663,Townley Farms Airport,-88.4693984985,39.4846992493
Kelly Airport,-91.4039001465,32.8492012024,Berry Airport,-91.3483963,32.85789871
Vicksburg Tallulah Regional Airport,-91.0277023315,32.351600647,Red Beard Dusting Service Airport,-91.1278991699,32.2835006714
Gustafson Airport,-91.315201,32.433101,4B Ranch Airport,-91.3487014771,32.4099006653
Wild Rice Lake Seaplane Base,-92.1621017456,46.8998985291,Duluth International Airport,-92.1936035156,46.8420982361
Sampson Pond Heliport,-70.751701355,41.8604011536,Wayne West Heliport,-70.7609024048,41.8468017578
Survival Flight Heliport,-83.7279968262,42.2839012146,Ummc Heliport,-83.7279968262,42.285900116
W K Kellogg Airport,-85.2515029907,42.3073005676,Battle Creek Health System Helistop,-85.1789016724,42.3308982849
Carls Airport,-83.3034973145,42.040599823,Newport Woods Airport,-83.3076019287,41.9878997803
Sumner Heliport,-85.6659,42.970001,Spectrum Health Butterworth Heliport,-85.665127,42.969132
Mundron Field,-84.3735961914,41.7056007385,Hochstetler Airport,-84.234703064,41.7072982788
Prices Airport,-83.7698974609,42.807598114,Trollman's Field,-83.7549972534,42.739200592
Ti Heliport,-83.0121994019,42.6646995544,Jott Heliport,-82.9962997437,42.660900116
Borgess Medical Center Heliport,-85.5580978394,42.3073005676,Bronson Methodist Hospital Heliport,-85.5813980103,42.2869987488
Cambridge Medical Center Heliport,-93.231361,45.56545,Cambridge Municipal Airport,-93.2641983032,45.5574989319
Mathew Private Field,-96.4508972168,46.6712989807,Barnesville Municipal Airport,-96.4412002563,46.6651992798
University of Mn Hospitals & Clinics Heliport,-93.2343978882,44.9719009399,Fairview Riverside Medical Center Heliport,-93.2373962402,44.966999054
Stocker Private Airport,-93.6369018555,44.6833000183,Merill L Harris Field,-93.6996994019,44.6433982849
St James Municipal Airport,-94.5578994751,43.9863014221,Madelia Helipad,-94.418055,44.043611
Angen Field,-95.5261993408,45.9364013672,Whiskey Lake Seaplane Base,-95.576104,45.973098
Grand Marais/Cook County Seaplane Base,-90.3835,47.8263,Devil's Track Airport,-90.38,47.827
Arch Heliport,-90.217300415,38.6184005737,Anheuser/Busch Inc Heliport,-90.2083969116,38.5917015076
Marshall Memorial Municipal Airport,-93.2029037476,39.0957984924,Fitzgibbon Hospital Heliport,-93.1891021729,39.1124992371
Farris Strip,-94.7837982178,39.5881996155,Lawlor-Justus Airport,-94.8135986328,39.6417007446
Eagle's Landing Airport,-93.0155029297,38.2209014893,Ivy Bend Airport,-92.992401123,38.1930999756
Cahoochie Airport,-93.131599,37.884499,Urbana Area Medical Heliport,-93.1669006348,37.8417015076
Winter Field,-91.5167999268,38.3334007263,Owensville Ambulance District Heliport,-91.5024032593,38.3555984497
Stockwell Field,-93.14018,39.714315,Eagle Lodge Airport,-93.2501983643,39.5499992371
Pascagoula Refinery Pad Nr 2 Heliport,-88.4914016724,30.3549003601,Pascagoula Refinery Pad Nr 3 Heliport,-88.4781036377,30.3488006592
Porter Airport,-89.8031005859,31.1749992371,Beets Airport,-89.749755,31.202544
Edsall Field,-111.0429992676,45.7240982056,Monger Airport,-111.0830001831,45.7580986023
Hoge Farm Airport,-75.0820999146,40.4695014954,Monesmith Airport,-75.0748977661,40.4412002563
Piac Heliport,-75.3105010986,39.8625984192,Boeing Helicopters Center 3 South Heliport,-75.3196029663,39.8592987061
Grayce Farms Airport,-75.6829986572,41.6001014709,Seamans Field,-75.7561035156,41.5894012451
Dutch Country Egg Farms Airport,-76.4580001831,40.4580993652,Fairview Farm Airfield,-76.4621963501,40.5334014893
Brekhus Field,-101.9169998169,48.8166999817,Bodmer Airport,-101.8909988403,48.6660995483
Stanly County Airport,-80.1508026123,35.4166984558,Stanley Memorial Hospital Heliport,-80.1947021484,35.3633003235
Windsor Farms Airport,-78.817261,35.227514,Flyers Airpark,-78.7964019775,35.2182006836
Goose Creek Airport,-80.5873031616,35.1209983826,Edwards Airport,-80.5663986206,35.0708007812
Umphlett Airstrip,-76.6380004883,36.5892982483,Jiles Field,-76.6641998291,36.5093994141
Winnabow Airport,-78.1054992676,34.1520996094,Sandy Run Acres Airport,-78.1607971191,34.2748985291
Drayton Municipal Airport,-97.1759033203,48.618598938,Elliott Farms Airport,-97.2684020996,48.6479988098
Cavalier Municipal Airport,-97.6318969727,48.7837982178,Hinkle Airport,-97.6723022461,48.7854995728
Newman Airport,-102.0179977417,41.0210990906,El-Co Airport,-101.9270019531,41.1444015503
Grant County Airport,-101.7689971924,42.0093994141,Davis Ranch Airport,-101.7890014648,42.1875
Jubilee Heliport,-96.0488967896,41.3568992615,Durands Sky Ranch Airport,-96.0402984619,41.3600006104
Brosius Field,-100.4789962769,41.4016990662,Bay Field,-100.4840011597,41.4333000183
Hebron Municipal Airport,-97.5869979858,40.1521987915,Dog Leg Airport,-97.5670013428,40.1944007874
Alexanders-Paramus Heliport,-74.0787963867,40.9250984192,Lag's Landing Heliport,-74.0709991455,40.9553985596
Bound Brook Nr 2 Heliport,-74.5624008179,40.5564994812,National Starch and Chemical County Heliport,-74.5787963867,40.5542984009
Bound Brook Nr 1 Heliport,-74.554901123,40.5644989014,Bound Brook Nr 2 Heliport,-74.5624008179,40.5564994812
Verizon - Basking Ridge Heliport,-74.635887,40.672529,At&T Helistop,-74.5495986938,40.7168006897
J&J New Brunswick Helistop,-74.445735,40.501837,Hq 78th Division Heliport,-74.4256973267,40.5245018005
Li Calzi Airport,-75.2370986938,39.4084014893,Halka Nurseries Airport,-75.2683029175,39.3664016724
Soaring Sun Seaplane Base,-74.1528015137,39.7000007629,Ash Personal Heliport,-74.131203,39.715403
Sky Park Airport,-73.8359985352,41.9846000671,Old Rhinebeck Airport,-73.86289978,41.9715004
Brocks Airport,-78.600277,34.916111,Twin Oak Airport,-78.4741973877,34.8709983826
New Hanover County Sheriff'S Office Heliport,-77.896639,34.326694,Brickhouse Field,-77.949699,34.414101
Luke Airport,-75.9570999146,42.0237007141,Wilson Memorial Regional Medical Center Heliport,-75.9585037231,42.1133995056
Ibm Owego Heliport,-76.2212982178,42.1029014587,Tri Cities Airport,-76.096296,42.078499
Randolph Airport,-79.0164031982,42.1542015076,Kennedy Airfield,-79.0818023682,42.1007995605
Brookhaven Airport,-72.8694000244,40.8218994141,Norman Kurrass Contractor Heliport,-72.9168014526,40.8003997803
Blueberry Field,-75.0667037964,42.2916984558,Mason Airway Airport,-74.9862976074,42.324798584
Sands Point Seaplane Base,-73.7162017822,40.837600708,Thomson Industries Inc Heliport,-73.7012023926,40.842300415
Mc Cullough Hyde Hospital Heliport,-84.7413024902,39.512298584,Hillcrest Airport,-84.6987991333,39.5055999756
Ravenswood Seaplane Base,-81.7732009888,38.9519996643,Dickirson Heliport,-81.6961975098,38.8123016357
Brookville Air-Park Airport,-84.4332962036,39.8625984192,Gilmer Airport,-84.5096969604,39.8302993774
Holzer Athens Heliport,-82.029195,39.333238,O'Bleness Memorial Hospital Heliport,-82.1143035889,39.3266983032
Dorlon Airpark,-81.962600708,41.2883987427,Columbia Airport,-81.9601974487,41.3188018799
Cedar Creek Airport,-82.6354980469,40.6245002747,Lanker Airport,-82.6792984009,40.5839004517
Bea-D Airport,-83.2751998901,41.5205993652,Toussaint Airpark,-83.3058013916,41.5155982971
Emh Regional Medical Center Heliport,-82.0976028442,41.3650016785,Richards Airport,-82.1064987183,41.4039001465
Parknavy STOLport,-83.2298965454,40.0717010498,Miami Valley Heliport,-83.2270965576,40.0480995178
Lutz Airport,-83.595199585,40.9617004395,Weaver Airport,-83.5690002441,41.0353012085
Blanchard Valey Regional Health Center Heliport,-83.6513977051,41.0177993774,Findlay Airport,-83.6687011719,41.0135002136
Alge Airport,-83.644697,40.9048,Forest Field,-83.5138015747,40.8287010193
St Luke's Hospital Heliport,-83.6824035645,41.5569992065,Dice's Personal Heliport,-83.6896972656,41.6006011963
Porter Airport,-82.1831970215,39.9542007446,Johns Landing Airport,-82.1102981567,39.898601532
Honda Heliport,-83.5040969849,40.2808990479,Transportation Research Center of Ohio Airport,-83.5417022705,40.3081016541
Kettering-Samaritan Health Center Heliport,-82.228798,40.6445,Nesta Airport,-82.1768035889,40.6328010559
Packer Airport,-83.2193984985,40.408000946,Bayes Airport,-83.2841033936,40.3400993347
La Rue Airport,-81.482376,40.021791,Cambridge Municipal Airport,-81.5775985718,39.9749984741
Fawcett Center For Tomorrow Heliport,-83.0187988281,40.0106010437,Riverside Methodist Hospital Heliport,-83.0348968506,40.0312004089
St Anthony Heliport,-97.5177993774,35.4790000916,Governor's Mansion Heliport,-97.5211029053,35.4944992065
Presbyterian Hospital Heliport,-97.5002975464,35.4748001099,Omh Heliport,-97.4985961914,35.4812011719
Jane Phillips Heliport,-95.9169006348,36.7333984375,Hi-Way Airport,-95.950302,36.783401
Cedar Crest Heliport,-95.2351989746,36.1050987244,Vo-Tech Heliport,-95.2169036865,36.0918006897
Pitts Field,-97.025297,34.989498,Diamond C Ranch Airport,-96.9274978638,34.778301239
Eufaula Municipal Airport,-95.6252975464,35.2958984375,Canadian River Ranch Airport,-95.8082962036,35.3093986511
Hilltop Airport,-96.5381011963,36.1161003113,Cimarron Strip,-96.5503005981,36.1847991943
Venture Aerodrome Airpark Nr 2 Ultralightport,-94.474899292,35.4356002808,Strang Airpark,-94.486297,35.544498
Daniels Field,-123.0609970093,44.2720985413,Knox's Private Airstrip,-123.1309967041,44.2892990112
Oregon Sky Ranch Airport,-118.4049987793,45.8790016174,King's Airport,-118.4479980469,45.9337005615
Woodland Park Hospital Heliport,-122.5510025024,45.5331993103,Wallace Heliport,-122.5350036621,45.5582008362
Rieben Airport,-123.0800018311,45.6102981567,Fishback Heliport,-123.078611,45.603889
Lambert Field,-123.0759963989,44.7304000854,Wooldridge Agstrip Airport,-123.0559997559,44.7326011658
Nesspor Airport,-75.615196,40.189804,Lance Airport,-75.5902023315,40.1873016357
Ashlawn Airport,-75.5962982178,41.6220016479,Carbondale-Clifford Airport,-75.578796,41.654202
Skepton Heliport,-75.43800354,40.388999939,Old Plains Airport,-75.4412994385,40.3945007324
Flying M Aerodrome,-75.7052001953,40.7373008728,Bullfly Ultralightport,-75.6860961914,40.7083015442
T N Ward Heliport,-75.2413024902,40.0167999268,Lankenau Hospital Heliport,-75.2606964111,39.9878997803
Juergensen Airpark and Maritime Facility Airport,-79.375,39.7313995361,Keystone Airport,-79.2110977173,39.7728004456
Hahnemann Heliport,-75.1626968384,39.9570999146,Thomas Jefferson University Hospital Heliport,-75.1585006714,39.9490013123
Brownsville General Hospital Heliport,-79.8756027222,40.0037002563,Seitz Field,-79.7900009155,40.0390014648
Children's Hospital Heliport,-75.1942977905,39.9482002258,Core States - 1st Pa Heliport,-75.1912994385,39.9584007263
Wilkes-Barre General Hosptial Heliport,-75.866897583,41.2593994141,Wilkes Barre Wyoming Valley Airport,-75.8511962891,41.2971992493
Double D Skyranch Airport,-76.0223999023,41.035900116,Baratta Heliport,-75.9933013916,41.1250991821
Memorial Hospital Heliport,-76.448600769,41.7853012085,Bradford County Airport,-76.4470977783,41.7400016785
Cosklos Elkview Airport,-75.5281982422,41.6269989014,Hendrick Landing Area Heliport,-75.5074005127,41.5714988708
Pine Heliport,-80.0509033203,40.6556015015,Upmc Passavant Cranberry Heliport,-80.096496582,40.6839981079
Lindsay Airport,-79.6886978149,40.7355995178,J T Willie Airport,-79.6697998047,40.8087005615
Campbell's Heliport,-75.1452026367,40.2864990234,Doylestown Heliport,-75.1465988159,40.3070983887
Braden Airpark,-75.2428970337,40.7421989441,Pheasant Run Heliport,-75.2101974487,40.7495002747
Reading Hospital & Medical Center Heliport,-75.9565963745,40.3317985535,Reading Hospital Heliport,-75.9502029419,40.3306007385
Black Swan Farm Heliport,-75.649695,39.966801,Siepsers Eye Port Heliport,-75.65599823,39.9709014893
Blue Knob Valley Airport,-78.4539031982,40.3959007263,W S Lee & Sons Inc Heliport,-78.4289016724,40.4472007751
Marsh Creek Airport,-77.2919006348,39.8219985962,Manor Landing Airport,-77.2949981689,39.8130989075
Magee Airport,-97.3202972412,27.9158000946,Hunt Airport,-97.3544006348,27.8878002167
Bexar Metro Medical Heliport,-98.581023,29.582133,Camp Bullis Heliport,-98.5781021118,29.6418991089
Sunnyhill Airport,-124.2030029297,43.4832000732,Lakeside State Airport,-124.1800003052,43.5831985474
Black Butte North Airport,-109.204027778,47.8415,Bullwhacker Airport,-109.098972222,47.8476388889
Fiedler Airport,-100.0039978027,45.4961013794,Beaman Airport,-100.0350036621,45.4749984741
Chris Hofer Landing Strip,-96.8632965088,43.4655990601,Oakleaf Airport,-96.950302124,43.5833015442
Avera Dells Area Hospital Heliport,-96.717278,43.828501,Jensen Airport,-96.8503036499,43.8333015442
Austin Diagnostic Medical Center Heliport,-97.7074966431,30.4122009277,Aero Heliport,-97.6639022827,30.4500999451
Hemphill County Airport,-100.4039993,35.89530182,Urschel Ranch Airport,-100.3069992065,35.9289016724
Dallas City Hall Heliport,-96.7966995239,32.775100708,Placid Heliport,-96.7981033325,32.7817993164
Charlton Methodist Hospital Heliport,-96.894203186,32.6459999084,Charlton-Careflite Heliport,-96.8775024414,32.643699646
Flying M Ranch Airport,-94.9613037109,31.8398990631,Taylor Ranch Airport,-94.9772033691,31.6840991974
Connies Aviation Airport,-96.3871002197,32.3755989075,Skylark Airport,-96.488889,32.3125
Go Helitrans Heliport,-95.3572006226,28.9496994019,M-I Drilling Fluids Company Heliport,-95.3419036865,28.9239006042
Lamesa Municipal Airport,-101.9199981689,32.7563018799,Benny White Flying Airport,-101.7789993286,32.7486000061
Cig 806 Heliport,-96.6836013794,28.625,Calhoun County Airport,-96.6812973,28.65399933
Aransas County Airport,-97.0446014404,28.0867996216,Kalt Ranch Airport,-96.9768981934,28.154499054
Thunderbird Southwest Airport,-96.7992019653,29.9016990662,Rocky Creek Ranch Airport,-96.8003005981,29.9169006348
